UserName,Handle,Timestamp,Text,Comments,Likes,Retweets
Ovi Veve,@OviPipi,2024-03-10T23:49:47.000Z,Kamu ga salah kok nder. Di agama LGBT emang salah.,0,0,0
Renokawazi,@renokawazi,2024-03-10T23:49:19.000Z,"Kasian.... Cakep cakep.... Gitu,,, indikasi kaum lgbt",0,0,0
Ke7urunan Aragorn,@SichemImanuel,2024-03-10T23:35:24.000Z,Tolol kaum support lgbt,0,0,0
Khairol Muzammil,@KhairolMuzammi1,2024-03-10T23:32:15.000Z,Suka lah tu pergi negara pendokong LGBT...,0,0,0
D'Qaishar,@EskaMohamad,2024-03-10T23:30:04.000Z,Kotoran Dajjal laknatullah lu ye...atau LGBT....???,0,0,0
Awtok,@Awtok2023,2024-03-10T23:30:00.000Z,LGBT,0,0,0
AEJ,@AEJ6556,2024-03-10T23:27:56.000Z,Hentikan sebarang konsert LGBT di Bumi Jawi ini...,0,0,0
Liam.,@wiqlliam,2024-03-10T23:24:36.000Z,"kayaknya kalau masalah support lgbt, its up to her sih kak. secara orang orang seperti itu kan (mostly) ga beragama.",0,0,0
ippo makunoichi,@ippomakunoichi_,2024-03-10T23:24:09.000Z,diam kau LGBT,0,0,0
Dharyaniantii23,@dharyaniantii23,2024-03-10T23:02:10.000Z,"Skrg mah sy udh biasa2 sih mas. Apalagi kejadian itu di 2017 kan, 7 tahun lalu. Mau di lupain jg ga bs, di ikhlasin jg ga bs, di maafin apalagi. Sy selama tinggal disitu di cap problematik mas, mulai dari lgbt, selingkuhan rt, dibilang odgj, macem2 deh. Moga2 ga karma ke mereka",0,0,0
craav,@mathnaraa,2024-03-10T22:42:33.000Z,"Mjb, soal support lgbt setau gue emang lumayan banyak sii idol yang support",0,0,0
Oii,@Oiisky,2024-03-10T22:37:43.000Z,"GUE NORMAL DAN GUE BANGGA, ENYAH KLEAN LGBT",0,0,0
txtdrihan,@Zylent1,2024-03-10T22:32:46.000Z,"Kak, punya temen lgbt yang udah merubah takdirnya? Tanya aja",0,0,0
frk.cdt ( santi's version ),@francobazilloo,2024-03-10T22:19:20.000Z,lgbt?,0,0,0
Angry bird,@teddy_Dwyane,2024-03-10T21:53:18.000Z,LGBT,0,0,0
eva ⚢,@pictvreyou,2024-03-10T21:38:23.000Z,Lgbt? ,0,0,0
lula,@lulaafav,2024-03-10T21:25:11.000Z,"LGBT bukan takdir nder, dari awal sudah jelas kalo laki laki berpasangan dengan perempuan dan sebaliknya, apa yang kamu jalani saat ini itu kemauan mu yang kamu lakukan secara sadar, tuhan adil buktinya kamu masih diberi kesempatan buat sadar kalo tindakan mu salah",0,0,0
Cireng,@RisssGeser,2024-03-10T21:23:12.000Z,"apa itu homophobic? aku menyebutnya itu normal, orang lgbt dirujak ae gak papa",0,0,0
𝐇𝐮𝐢,@naurbbyboy,2024-03-10T21:14:25.000Z,awokwok susah jd kaum lgbt pas kecil/skolah kebanyakan dibully karna terlalu maco buat cewe atau terlalu gemulai buat cowo pas udah gede dikatain hombreng pas udah gada hard feeling dan udh nerima diri sendiri dikatain lg,0,0,0
kirbibirbi,@krejziserfer273,2024-03-10T20:37:59.000Z,2137 lgbt,0,0,0
Sasha |-/,@PataBiscuit_,2024-03-10T20:37:28.000Z,LGBT ?._.,0,0,0
Roque | Lady Gaga,@Roque1902,2024-03-10T20:32:49.000Z,LGBT????,0,0,0
Madeunna φ,@Madeunna,2024-03-10T20:03:15.000Z,LGBT? ._.,0,0,0
stfu,@urhighmess,2024-03-10T19:40:33.000Z,"Tp not whole lgbt sih yang bikin ak adem panas mual kebelet berak, only the “G” makes me feel that way.",0,0,0
bluey,@Oceansprkl,2024-03-10T19:38:43.000Z,"makanya sekarang kita juga harus lebih galak sama yang beginian biar ngga makin berkibar. tolak secara terang terangan, LGBT itu isinya org org yg keliru tp mencari pembenaran, udh gitu maksa. contohnya di amrik",0,0,0
John Peres,@PeresD5vvzc77fk,2024-03-10T19:34:16.000Z,LGBT ?,0,0,0
lgbt doug bowser,@dancommadirty,2024-03-10T19:30:25.000Z,Pikmin 4,0,0,0
miguel rrv,@a487898086,2024-03-10T19:28:01.000Z,lgbt,0,0,0
Aris Nurone,@ArisNurOne,2024-03-10T19:22:55.000Z,"Sebenarnya dan kenyataannya semua ilmu di Al Quran punya alasannya dan akan terbukti di eranya. Dari berteman dekat saja coba berapa kali kita lupa sholat karena asyik nge-game PS bersamanya, belum lagi minum miras, main judi, pergaulan bebas, sampai LGBT bisa berawal dari situ.",0,0,0
budeeilayeahh,@izzifeezee,2024-03-10T19:18:46.000Z,Gk homopobic tp aku gk suka lgbt soalny emg menyimpang di agama dan kasus mrka terlalu liar jd klo di rl ktmu lbh mending menjauh drpda hrs debat atau apapun itu,0,0,0
Léo ★ 光 Dawntrail!!!!!! Erenwol braknrot,@_Inevitabilis_,2024-03-10T18:53:47.000Z,LGBT ? •_•,0,0,0
Alex Térieur,@ciel_queer,2024-03-10T18:47:12.000Z,lgbt ._.,0,0,0
Melanie Kelly,@laniedarian71,2024-03-10T18:45:51.000Z,LGBT,0,0,0
Jihed silini,@JihedSilini,2024-03-10T18:44:49.000Z,LGBT+,0,0,0
idgaf adjani,@twinkp3ak5,2024-03-10T18:40:31.000Z,ramadan mubarak everyone ,0,0,0
Kış Lastiği,@BaklavaCanavari,2024-03-10T18:40:23.000Z,LGBT?,0,0,0
aleis,@aleisgs,2024-03-10T18:34:40.000Z,Saksocu LGBT li pzmng!!!,0,0,0
FLEXXX,@FLEXXX336,2024-03-10T18:33:56.000Z,LGBT ka,0,0,0
HAJI MASTE,@hajimastedokoni,2024-03-10T18:08:10.000Z,Jelek kok LGBT,0,0,0
Bleu Clementine (She/Her/Hers/Mbak),@orngautmnprds,2024-03-10T17:50:23.000Z,Namanya jg nurul. Garda terdepan pembela patriarki. Pokoknya yg jahat tuh perjinahan dan lgbt aja udh. Mw itu perkosaan kek revenge porn kek bkn mslh,0,0,0
